"","logFC","AveExpr","t","P.Value","adj.P.Val","B","threshold"
"ELAPOR1",-1.91738401688018,6.39194905439474,-5.28811172671864,1.49699355550568e-06,5.95851609006084e-05,5.04569634952671,"Downregulated"
"SCNN1B",-1.17314104411677,4.26576162580752,-5.21494116327874,1.98102604775911e-06,6.88677535526725e-05,4.78012532456762,"Downregulated"
"CKB",-1.26463789463028,5.98240031329218,-5.17949335245036,2.26786623816644e-06,7.45207373388789e-05,4.65199481782426,"Downregulated"
"ACER2",-1.20756082158857,4.64465948837542,-5.13692680121642,2.6665328351018e-06,8.38038747456047e-05,4.49859924642939,"Downregulated"
"ST6GALNAC1",-1.22856304187035,4.85946256479387,-5.01640409371287,4.20635199824832e-06,0.000112830988329165,4.06713433924749,"Downregulated"
"BCAS1",-1.27720493568507,5.81883011262323,-4.92440821481886,5.94010222837849e-06,0.000140213451461896,3.74076322444191,"Downregulated"
"VSIG1",-2.57658029544009,6.15534620243789,-4.89685629640314,6.58372168815379e-06,0.000148862413790715,3.64353857404126,"Downregulated"
"MUC5AC",-1.88489261400521,6.80942811797596,-4.86933015937284,7.29469393932238e-06,0.000160328677124657,3.54665026002413,"Downregulated"
"FAM177B",-1.05671124921513,4.24026748451296,-4.84404308115005,8.0136566584579e-06,0.000170485408449295,3.45786207067606,"Downregulated"
"GPR155",-1.14160759715747,4.66955050538024,-4.82635022545223,8.55741948961309e-06,0.000179135220262748,3.39586484749127,"Downregulated"
"CA2",-1.47470325204239,5.47451109969849,-4.79200424043394,9.71782928188798e-06,0.000191780491147967,3.27581365038375,"Downregulated"
"TFF1",-2.45014288294797,8.36857965855653,-4.77303785769106,1.04230849660243e-05,0.000202823526000616,3.20969112610876,"Downregulated"
"SPTSSB",-1.10836274188548,4.33317999176228,-4.70589608125452,1.33445021718632e-05,0.000238642721777324,2.97661436999401,"Downregulated"
"HPGD",-1.13035919394667,4.83125490175256,-4.60629974494248,1.91989192631701e-05,0.000297744734815929,2.63382887907461,"Downregulated"
"PAIP2B",-1.09104064711405,4.97148427396775,-4.60229165004285,1.94806499112208e-05,0.000300988738013779,2.6201098234903,"Downregulated"
"MUCL3",-2.50608810303321,7.09398126741162,-4.5976562600886,1.98114951911037e-05,0.000303556741644667,2.60425107068215,"Downregulated"
"AKR1B10",-2.3747186349218,6.52270361260013,-4.59671931528926,1.98790300594954e-05,0.000303850065341656,2.60104653322752,"Downregulated"
"C1orf116",-1.08565145687282,5.95306234527113,-4.58628970983883,2.06460941004951e-05,0.000311172829703557,2.56539728116828,"Downregulated"
"UGT2B15",-1.37888516786858,3.99776317496514,-4.55520360137801,2.31072590063333e-05,0.000335763446542114,2.45938418176434,"Downregulated"
"FER1L6",-1.55656962675222,4.91128997786599,-4.45280146876131,3.34046937828377e-05,0.000424801316972356,2.11277696048486,"Downregulated"
"PLAAT2",-1.16550090073581,4.4490639364389,-4.36926054966152,4.49930777394531e-05,0.000519203847015636,1.83307626174657,"Downregulated"
"CYP2C18",-1.22253642047403,5.18322519363622,-4.31966170453102,5.36279023375896e-05,0.000585076536088074,1.66836288684027,"Downregulated"
"ADAM28",-1.00175301981272,5.404332237725,-4.29683932576587,5.8121289545196e-05,0.000617454979969899,1.59291621572577,"Downregulated"
"CLDN18",-1.9957589586179,7.67738993128823,-4.25547747232758,6.72109264883506e-05,0.00068277384611534,1.45674321287386,"Downregulated"
"SNORD115-15",-1.12500764791209,3.94784555499035,-4.11111579910205,0.000111004363191462,0.000954407462590214,0.987305044658011,"Downregulated"
"ANXA10",-2.12831162062708,6.15924915324606,-4.03283707142773,0.000145183430008251,0.00114312509223938,0.736682473348157,"Downregulated"
"SMIM24",-1.19029486660486,5.86109799343257,-4.02051280745929,0.000151414361009014,0.00117409808718859,0.697483429862454,"Downregulated"
"MT1G",-1.64597170459136,7.67838626422695,-3.89630369204305,0.000230398182285389,0.00155808168185903,0.306462208067751,"Downregulated"
"ALDH1A1",-1.12625947373986,6.97213652831598,-3.83431215517598,0.000283361885040415,0.00179812891791994,0.114127139261434,"Downregulated"
"LTF",-1.35943588247947,5.59074853383484,-3.82287745347846,0.000294329097231435,0.00184968242457492,0.0788598383240808,"Downregulated"
"MT1F",-1.23690675422,6.37544550643171,-3.67747415066,0.000474469285468762,0.00258311788814588,-0.36374444507527,"Downregulated"
"SULT1C2",-1.15741096172012,4.92926449868348,-3.58715262241323,0.000635020182134994,0.00317013384547175,-0.633058256572841,"Downregulated"
"LIPH",-1.09616277174091,5.60566131037483,-3.51278526309118,0.000804783175406562,0.00376715712628956,-0.85145236699408,"Downregulated"
"CTSE",-1.54930070962658,9.10532146805049,-3.39105618107491,0.00117877551737098,0.00498740462398114,-1.20219993356037,"Downregulated"
"HMGCS2",-1.24505198133103,5.58780733081957,-3.34269821807003,0.00136878945408284,0.00556026736867826,-1.33915657994127,"Downregulated"
"ADH1C",-1.30678000014934,6.61790560865848,-3.31528179256752,0.00148899251994526,0.00591545408188566,-1.41619000878039,"Downregulated"
"REG1A",-1.06616313233403,4.91422183024965,-3.19449648515544,0.00214692804784207,0.00775999216421071,-1.75017174667798,"Downregulated"
"KRT20",-1.70689116024986,5.01739485174411,-3.08289314901197,0.00298889054575471,0.00993615700620765,-2.0507437554131,"Downregulated"
"FCGBP",-1.2363638305495,6.0083013079412,-3.00539707480811,0.00374506771067877,0.011783400377513,-2.25478848117485,"Downregulated"
"REG3A",-1.54601134621223,5.52398586357687,-2.8421139108468,0.00595371262341542,0.0168363850158411,-2.67176620949172,"Downregulated"
"PIGR",-1.06885352827802,7.78462072051468,-2.3375551019334,0.0224463201679468,0.0472923104198717,-3.84193886302467,"Downregulated"
